,KABKOT,month,year,geometry,longitude,latitude,pm2p5,time
42,JAKARTA BARAT,9,2020,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,1.644977019369758e-07,2020-09-01
43,JAKARTA BARAT,9,2021,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,1.7170322016054272e-07,2021-09-01
44,JAKARTA BARAT,9,2022,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,1.9332865242915843e-07,2022-09-01
45,JAKARTA BARAT,10,2018,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,1.8071039775395024e-07,2018-10-01
46,JAKARTA BARAT,10,2019,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,1.8447667549548167e-07,2019-10-01
47,JAKARTA BARAT,10,2020,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,1.7191459317740893e-07,2020-10-01
48,JAKARTA BARAT,10,2021,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,1.8057311268175058e-07,2021-10-01
49,JAKARTA BARAT,10,2022,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,1.5203325878528362e-07,2022-10-01
50,JAKARTA BARAT,11,2018,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,1.7490394064326955e-07,2018-11-01
51,JAKARTA BARAT,11,2019,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,1.6451866404087886e-07,2019-11-01
52,JAKARTA BARAT,11,2020,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,1.481150893548974e-07,2020-11-01
53,JAKARTA BARAT,11,2021,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,1.222857764352846e-07,2021-11-01
54,JAKARTA BARAT,11,2022,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,1.416181449487278e-07,2022-11-01
55,JAKARTA BARAT,12,2018,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,1.2546208409513882e-07,2018-12-01
56,JAKARTA BARAT,12,2019,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,1.491759177133874e-07,2019-12-01
57,JAKARTA BARAT,12,2020,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,9.02061255273835e-08,2020-12-01
58,JAKARTA BARAT,12,2021,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,1.280681306573904e-07,2021-12-01
59,JAKARTA BARAT,12,2022,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,1.1728570731061986e-07,2022-12-01
60,JAKARTA PUSAT,1,2018,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,1.0367364897234545e-07,2018-01-01
61,JAKARTA PUSAT,1,2019,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,1.2423796952987228e-07,2019-01-01
62,JAKARTA PUSAT,1,2020,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,1.2159956403579065e-07,2020-01-01
63,JAKARTA PUSAT,1,2021,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,1.205361051326293e-07,2021-01-01
64,JAKARTA PUSAT,1,2022,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,1.277461356607997e-07,2022-01-01
65,JAKARTA PUSAT,2,2018,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,1.2188167792359636e-07,2018-02-01
66,JAKARTA PUSAT,2,2019,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,1.425514626163265e-07,2019-02-01
67,JAKARTA PUSAT,2,2020,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,1.1836221222694195e-07,2020-02-01
68,JAKARTA PUSAT,2,2021,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,1.142759386496552e-07,2021-02-01
69,JAKARTA PUSAT,2,2022,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,1.3503041813578424e-07,2022-02-01
70,JAKARTA PUSAT,3,2018,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,1.3972044452970034e-07,2018-03-01
71,JAKARTA PUSAT,3,2019,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,1.4241953458338233e-07,2019-03-01
72,JAKARTA PUSAT,3,2020,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,1.4459243359965585e-07,2020-03-01
73,JAKARTA PUSAT,3,2021,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,1.4392372772675792e-07,2021-03-01
74,JAKARTA PUSAT,3,2022,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,1.5246698788828845e-07,2022-03-01
75,JAKARTA PUSAT,4,2018,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,1.8690077094874212e-07,2018-04-01
76,JAKARTA PUSAT,4,2019,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,1.7190135260136846e-07,2019-04-01
77,JAKARTA PUSAT,4,2020,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,1.5731255068374277e-07,2020-04-01
78,JAKARTA PUSAT,4,2021,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,1.844934167394299e-07,2021-04-01
79,JAKARTA PUSAT,4,2022,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,1.6385429589149748e-07,2022-04-01
80,JAKARTA PUSAT,5,2018,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,2.078415722905938e-07,2018-05-01
81,JAKARTA PUSAT,5,2019,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,1.8938375550448277e-07,2019-05-01
82,JAKARTA PUSAT,5,2020,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,1.7084148680624149e-07,2020-05-01
83,JAKARTA PUSAT,5,2021,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,1.95543295617998e-07,2021-05-01
84,JAKARTA PUSAT,5,2022,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,1.794000508326139e-07,2022-05-01
85,JAKARTA PUSAT,6,2018,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,2.1092775707387934e-07,2018-06-01
86,JAKARTA PUSAT,6,2019,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,1.9803864571344256e-07,2019-06-01
87,JAKARTA PUSAT,6,2020,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,1.8051940280372802e-07,2020-06-01
88,JAKARTA PUSAT,6,2021,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,1.815205460431484e-07,2021-06-01
89,JAKARTA PUSAT,6,2022,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,1.9385786011128185e-07,2022-06-01
90,JAKARTA PUSAT,7,2018,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,2.121556223855281e-07,2018-07-01
91,JAKARTA PUSAT,7,2019,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,1.670691311161963e-07,2019-07-01
92,JAKARTA PUSAT,7,2020,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,1.8443592324502245e-07,2020-07-01
93,JAKARTA PUSAT,7,2021,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,1.8975923591569148e-07,2021-07-01
94,JAKARTA PUSAT,7,2022,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,1.9141986506099684e-07,2022-07-01
95,JAKARTA PUSAT,8,2018,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,1.7511196269026929e-07,2018-08-01
96,JAKARTA PUSAT,8,2019,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,1.6597017637565421e-07,2019-08-01
97,JAKARTA PUSAT,8,2020,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,1.74102934380475e-07,2020-08-01
98,JAKARTA PUSAT,8,2021,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,1.9095963551763338e-07,2021-08-01
99,JAKARTA PUSAT,8,2022,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,1.9570547447500985e-07,2022-08-01
100,JAKARTA PUSAT,9,2018,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,1.826737696930563e-07,2018-09-01
101,JAKARTA PUSAT,9,2019,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,1.640420967419255e-07,2019-09-01
102,JAKARTA PUSAT,9,2020,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,1.6534582528038586e-07,2020-09-01
103,JAKARTA PUSAT,9,2021,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,1.726705116666981e-07,2021-09-01
104,JAKARTA PUSAT,9,2022,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,1.947918738665097e-07,2022-09-01
105,JAKARTA PUSAT,10,2018,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,1.8285495439585214e-07,2018-10-01
106,JAKARTA PUSAT,10,2019,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,1.827126985443097e-07,2019-10-01
