time,latitude,longitude,pm2p5
2018-01-01,-7.0,106.0,2.0693171620678186e-08
2018-01-01,-7.0,106.05,2.1581336066371124e-08
2018-01-01,-7.0,106.1,2.2469500512064062e-08
2018-01-01,-7.0,106.14999999999999,2.3357664957757e-08
2018-01-01,-7.0,106.19999999999999,2.4245829403449938e-08
2018-01-01,-7.0,106.24999999999999,2.5133993849142876e-08
2018-01-01,-7.0,106.29999999999998,2.6022158294835814e-08
2018-01-01,-7.0,106.34999999999998,2.6910322740528752e-08
2018-01-01,-7.0,106.39999999999998,2.779848718622169e-08
2018-01-01,-7.0,106.44999999999997,2.868665163191463e-08
2018-01-01,-7.0,106.49999999999997,2.9574816077607567e-08
2018-01-01,-7.0,106.54999999999997,3.046298052330051e-08
2018-01-01,-7.0,106.59999999999997,3.135114496899344e-08
2018-01-01,-7.0,106.64999999999996,3.223930941468638e-08
2018-01-01,-7.0,106.69999999999996,3.312747386037932e-08
2018-01-01,-7.0,106.74999999999996,3.401563830607226e-08
2018-01-01,-7.0,106.79999999999995,3.4868196271038395e-08
2018-01-01,-7.0,106.84999999999995,3.57207542360045e-08
2018-01-01,-7.0,106.89999999999995,3.6573312200970617e-08
2018-01-01,-7.0,106.94999999999995,3.7425870165936724e-08
2018-01-01,-7.0,106.99999999999994,3.827842813090283e-08
2018-01-01,-7.0,107.04999999999994,3.913098609586894e-08
2018-01-01,-7.0,107.09999999999994,3.998354406083505e-08
2018-01-01,-7.0,107.14999999999993,4.0836102025801155e-08
2018-01-01,-7.0,107.19999999999993,4.168865999076727e-08
2018-01-01,-7.0,107.24999999999993,4.254121795573338e-08
2018-01-01,-7.0,107.29999999999993,4.3393775920699484e-08
2018-01-01,-7.0,107.34999999999992,4.424633388566559e-08
2018-01-01,-7.0,107.39999999999992,4.50988918506317e-08
2018-01-01,-7.0,107.44999999999992,4.595144981559781e-08
2018-01-01,-6.95,106.0,2.0845517190171137e-08
2018-01-01,-6.95,106.05,2.1724763961579878e-08
2018-01-01,-6.95,106.1,2.2604010732988615e-08
2018-01-01,-6.95,106.14999999999999,2.3483257504397355e-08
2018-01-01,-6.95,106.19999999999999,2.4362504275806092e-08
2018-01-01,-6.95,106.24999999999999,2.5241751047214833e-08
2018-01-01,-6.95,106.29999999999998,2.612099781862357e-08
2018-01-01,-6.95,106.34999999999998,2.700024459003231e-08
2018-01-01,-6.95,106.39999999999998,2.7879491361441047e-08
2018-01-01,-6.95,106.44999999999997,2.8758738132849788e-08
2018-01-01,-6.95,106.49999999999997,2.9637984904258525e-08
