time,latitude,longitude,pm2p5
2018-01-01,-7.0,106.0,6.207951486203456e-08
2018-01-01,-7.0,106.05,6.474400819911337e-08
2018-01-01,-7.0,106.1,6.740850153619219e-08
2018-01-01,-7.0,106.14999999999999,7.0072994873271e-08
2018-01-01,-7.0,106.19999999999999,7.273748821034981e-08
2018-01-01,-7.0,106.24999999999999,7.540198154742863e-08
2018-01-01,-7.0,106.29999999999998,7.806647488450744e-08
2018-01-01,-7.0,106.34999999999998,8.073096822158625e-08
2018-01-01,-7.0,106.39999999999998,8.339546155866507e-08
2018-01-01,-7.0,106.44999999999997,8.605995489574389e-08
2018-01-01,-7.0,106.49999999999997,8.872444823282271e-08
2018-01-01,-7.0,106.54999999999997,9.138894156990152e-08
2018-01-01,-7.0,106.59999999999997,9.405343490698033e-08
2018-01-01,-7.0,106.64999999999996,9.671792824405913e-08
2018-01-01,-7.0,106.69999999999996,9.938242158113795e-08
2018-01-01,-7.0,106.74999999999996,1.0204691491821678e-07
2018-01-01,-7.0,106.79999999999995,1.0460458881311518e-07
2018-01-01,-7.0,106.84999999999995,1.0716226270801351e-07
2018-01-01,-7.0,106.89999999999995,1.0971993660291184e-07
2018-01-01,-7.0,106.94999999999995,1.1227761049781017e-07
2018-01-01,-7.0,106.99999999999994,1.1483528439270849e-07
2018-01-01,-7.0,107.04999999999994,1.1739295828760681e-07
2018-01-01,-7.0,107.09999999999994,1.1995063218250514e-07
2018-01-01,-7.0,107.14999999999993,1.2250830607740346e-07
2018-01-01,-7.0,107.19999999999993,1.250659799723018e-07
2018-01-01,-7.0,107.24999999999993,1.2762365386720013e-07
2018-01-01,-7.0,107.29999999999993,1.3018132776209845e-07
2018-01-01,-7.0,107.34999999999992,1.3273900165699678e-07
2018-01-01,-7.0,107.39999999999992,1.352966755518951e-07
2018-01-01,-7.0,107.44999999999992,1.3785434944679342e-07
2018-01-01,-6.95,106.0,6.253655157051342e-08
2018-01-01,-6.95,106.05,6.517429188473963e-08
2018-01-01,-6.95,106.1,6.781203219896585e-08
2018-01-01,-6.95,106.14999999999999,7.044977251319207e-08
2018-01-01,-6.95,106.19999999999999,7.308751282741827e-08
2018-01-01,-6.95,106.24999999999999,7.572525314164449e-08
2018-01-01,-6.95,106.29999999999998,7.836299345587071e-08
2018-01-01,-6.95,106.34999999999998,8.100073377009693e-08
2018-01-01,-6.95,106.39999999999998,8.363847408432315e-08
2018-01-01,-6.95,106.44999999999997,8.627621439854936e-08
2018-01-01,-6.95,106.49999999999997,8.891395471277557e-08
2018-01-01,-6.95,106.54999999999997,9.155169502700179e-08
2018-01-01,-6.95,106.59999999999997,9.418943534122802e-08
2018-01-01,-6.95,106.64999999999996,9.682717565545424e-08
2018-01-01,-6.95,106.69999999999996,9.946491596968044e-08
2018-01-01,-6.95,106.74999999999996,1.0210265628390667e-07
2018-01-01,-6.95,106.79999999999995,1.045921670089744e-07
