time,latitude,longitude,tcso2
2018-01-01,-6.9,106.84999999999995,2.6363731096049345e-06
2018-01-01,-6.9,106.89999999999995,2.701856649309707e-06
2018-01-01,-6.9,106.94999999999995,2.76734018901448e-06
2018-01-01,-6.9,106.99999999999994,2.8328237287192533e-06
2018-01-01,-6.9,107.04999999999994,2.8983072684240263e-06
2018-01-01,-6.9,107.09999999999994,2.963790808128799e-06
2018-01-01,-6.9,107.14999999999993,3.029274347833572e-06
2018-01-01,-6.9,107.19999999999993,3.094757887538345e-06
2018-01-01,-6.9,107.24999999999993,3.1602414272431182e-06
2018-01-01,-6.9,107.29999999999993,3.225724966947891e-06
2018-01-01,-6.9,107.34999999999992,3.291208506652664e-06
2018-01-01,-6.9,107.39999999999992,3.356692046357437e-06
2018-01-01,-6.9,107.44999999999992,3.4221755860622097e-06
2018-01-01,-6.8500000000000005,106.0,1.5295712699980865e-06
2018-01-01,-6.8500000000000005,106.05,1.6005336965463314e-06
2018-01-01,-6.8500000000000005,106.1,1.6714961230945761e-06
2018-01-01,-6.8500000000000005,106.14999999999999,1.742458549642821e-06
2018-01-01,-6.8500000000000005,106.19999999999999,1.8134209761910658e-06
2018-01-01,-6.8500000000000005,106.24999999999999,1.8843834027393107e-06
2018-01-01,-6.8500000000000005,106.29999999999998,1.9553458292875557e-06
2018-01-01,-6.8500000000000005,106.34999999999998,2.0263082558358004e-06
2018-01-01,-6.8500000000000005,106.39999999999998,2.097270682384045e-06
2018-01-01,-6.8500000000000005,106.44999999999997,2.1682331089322903e-06
2018-01-01,-6.8500000000000005,106.49999999999997,2.239195535480535e-06
2018-01-01,-6.8500000000000005,106.54999999999997,2.3101579620287797e-06
2018-01-01,-6.8500000000000005,106.59999999999997,2.3811203885770245e-06
2018-01-01,-6.8500000000000005,106.64999999999996,2.452082815125269e-06
2018-01-01,-6.8500000000000005,106.69999999999996,2.5230452416735144e-06
2018-01-01,-6.8500000000000005,106.74999999999996,2.594007668221759e-06
2018-01-01,-6.8500000000000005,106.79999999999995,2.659492002218576e-06
2018-01-01,-6.8500000000000005,106.84999999999995,2.724976336215389e-06
2018-01-01,-6.8500000000000005,106.89999999999995,2.7904606702122013e-06
2018-01-01,-6.8500000000000005,106.94999999999995,2.8559450042090137e-06
2018-01-01,-6.8500000000000005,106.99999999999994,2.9214293382058265e-06
2018-01-01,-6.8500000000000005,107.04999999999994,2.986913672202639e-06
2018-01-01,-6.8500000000000005,107.09999999999994,3.0523980061994512e-06
2018-01-01,-6.8500000000000005,107.14999999999993,3.1178823401962636e-06
2018-01-01,-6.8500000000000005,107.19999999999993,3.1833666741930764e-06
2018-01-01,-6.8500000000000005,107.24999999999993,3.2488510081898888e-06
2018-01-01,-6.8500000000000005,107.29999999999993,3.314335342186701e-06
2018-01-01,-6.8500000000000005,107.34999999999992,3.379819676183514e-06
2018-01-01,-6.8500000000000005,107.39999999999992,3.4453040101803263e-06
2018-01-01,-6.8500000000000005,107.44999999999992,3.5107883441771387e-06
2018-01-01,-6.800000000000001,106.0,1.556174413508415e-06
2018-01-01,-6.800000000000001,106.05,1.6312700730243962e-06
2018-01-01,-6.800000000000001,106.1,1.7063657325403772e-06
2018-01-01,-6.800000000000001,106.14999999999999,1.7814613920563581e-06
2018-01-01,-6.800000000000001,106.19999999999999,1.8565570515723392e-06
2018-01-01,-6.800000000000001,106.24999999999999,1.9316527110883203e-06
2018-01-01,-6.800000000000001,106.29999999999998,2.0067483706043014e-06
2018-01-01,-6.800000000000001,106.34999999999998,2.0818440301202825e-06
2018-01-01,-6.800000000000001,106.39999999999998,2.1569396896362635e-06
2018-01-01,-6.800000000000001,106.44999999999997,2.232035349152244e-06
2018-01-01,-6.800000000000001,106.49999999999997,2.3071310086682253e-06
2018-01-01,-6.800000000000001,106.54999999999997,2.3822266681842064e-06
2018-01-01,-6.800000000000001,106.59999999999997,2.4573223277001875e-06
2018-01-01,-6.800000000000001,106.64999999999996,2.5324179872161685e-06
2018-01-01,-6.800000000000001,106.69999999999996,2.6075136467321496e-06
2018-01-01,-6.800000000000001,106.74999999999996,2.6826093062481307e-06
2018-01-01,-6.800000000000001,106.79999999999995,2.748094434536991e-06
2018-01-01,-6.800000000000001,106.84999999999995,2.813579562825843e-06
2018-01-01,-6.800000000000001,106.89999999999995,2.879064691114695e-06
2018-01-01,-6.800000000000001,106.94999999999995,2.944549819403547e-06
2018-01-01,-6.800000000000001,106.99999999999994,3.0100349476923993e-06
2018-01-01,-6.800000000000001,107.04999999999994,3.075520075981251e-06
2018-01-01,-6.800000000000001,107.09999999999994,3.141005204270103e-06
2018-01-01,-6.800000000000001,107.14999999999993,3.206490332558955e-06
2018-01-01,-6.800000000000001,107.19999999999993,3.2719754608478072e-06
2018-01-01,-6.800000000000001,107.24999999999993,3.3374605891366593e-06
2018-01-01,-6.800000000000001,107.29999999999993,3.4029457174255114e-06
2018-01-01,-6.800000000000001,107.34999999999992,3.4684308457143635e-06
2018-01-01,-6.800000000000001,107.39999999999992,3.5339159740032156e-06
2018-01-01,-6.800000000000001,107.44999999999992,3.5994011022920677e-06
2018-01-01,-6.750000000000001,106.0,1.5827775570187437e-06
2018-01-01,-6.750000000000001,106.05,1.662006449502461e-06
2018-01-01,-6.750000000000001,106.1,1.7412353419861782e-06
2018-01-01,-6.750000000000001,106.14999999999999,1.8204642344698954e-06
2018-01-01,-6.750000000000001,106.19999999999999,1.8996931269536126e-06
2018-01-01,-6.750000000000001,106.24999999999999,1.97892201943733e-06
2018-01-01,-6.750000000000001,106.29999999999998,2.058150911921047e-06
2018-01-01,-6.750000000000001,106.34999999999998,2.137379804404764e-06
2018-01-01,-6.750000000000001,106.39999999999998,2.2166086968884815e-06
2018-01-01,-6.750000000000001,106.44999999999997,2.295837589372199e-06
2018-01-01,-6.750000000000001,106.49999999999997,2.375066481855916e-06
2018-01-01,-6.750000000000001,106.54999999999997,2.454295374339633e-06
2018-01-01,-6.750000000000001,106.59999999999997,2.5335242668233504e-06
2018-01-01,-6.750000000000001,106.64999999999996,2.612753159307068e-06
2018-01-01,-6.750000000000001,106.69999999999996,2.691982051790785e-06
2018-01-01,-6.750000000000001,106.74999999999996,2.771210944274502e-06
2018-01-01,-6.750000000000001,106.79999999999995,2.8366968668554056e-06
2018-01-01,-6.750000000000001,106.84999999999995,2.902182789436297e-06
2018-01-01,-6.750000000000001,106.89999999999995,2.967668712017189e-06
2018-01-01,-6.750000000000001,106.94999999999995,3.0331546345980802e-06
2018-01-01,-6.750000000000001,106.99999999999994,3.098640557178972e-06
2018-01-01,-6.750000000000001,107.04999999999994,3.1641264797598634e-06
2018-01-01,-6.750000000000001,107.09999999999994,3.229612402340755e-06
2018-01-01,-6.750000000000001,107.14999999999993,3.2950983249216467e-06
2018-01-01,-6.750000000000001,107.19999999999993,3.3605842475025385e-06
2018-01-01,-6.750000000000001,107.24999999999993,3.42607017008343e-06
2018-01-01,-6.750000000000001,107.29999999999993,3.4915560926643213e-06
2018-01-01,-6.750000000000001,107.34999999999992,3.557042015245213e-06
2018-01-01,-6.750000000000001,107.39999999999992,3.622527937826105e-06
2018-01-01,-6.750000000000001,107.44999999999992,3.6880138604069963e-06
2018-01-01,-6.700000000000001,106.0,1.609380700529072e-06
2018-01-01,-6.700000000000001,106.05,1.6927428259805255e-06
2018-01-01,-6.700000000000001,106.1,1.776104951431979e-06
2018-01-01,-6.700000000000001,106.14999999999999,1.8594670768834324e-06
2018-01-01,-6.700000000000001,106.19999999999999,1.942829202334886e-06
2018-01-01,-6.700000000000001,106.24999999999999,2.0261913277863394e-06
2018-01-01,-6.700000000000001,106.29999999999998,2.1095534532377928e-06
2018-01-01,-6.700000000000001,106.34999999999998,2.192915578689246e-06
2018-01-01,-6.700000000000001,106.39999999999998,2.2762777041407e-06
2018-01-01,-6.700000000000001,106.44999999999997,2.3596398295921533e-06
2018-01-01,-6.700000000000001,106.49999999999997,2.4430019550436067e-06
2018-01-01,-6.700000000000001,106.54999999999997,2.52636408049506e-06
2018-01-01,-6.700000000000001,106.59999999999997,2.6097262059465134e-06
2018-01-01,-6.700000000000001,106.64999999999996,2.6930883313979672e-06
2018-01-01,-6.700000000000001,106.69999999999996,2.7764504568494206e-06
2018-01-01,-6.700000000000001,106.74999999999996,2.859812582300874e-06
2018-01-01,-6.700000000000001,106.79999999999995,2.9252992991738203e-06
2018-01-01,-6.700000000000001,106.84999999999995,2.9907860160467515e-06
2018-01-01,-6.700000000000001,106.89999999999995,3.0562727329196826e-06
2018-01-01,-6.700000000000001,106.94999999999995,3.1217594497926137e-06
2018-01-01,-6.700000000000001,106.99999999999994,3.187246166665545e-06
2018-01-01,-6.700000000000001,107.04999999999994,3.252732883538476e-06
2018-01-01,-6.700000000000001,107.09999999999994,3.318219600411407e-06
2018-01-01,-6.700000000000001,107.14999999999993,3.383706317284338e-06
2018-01-01,-6.700000000000001,107.19999999999993,3.4491930341572693e-06
2018-01-01,-6.700000000000001,107.24999999999993,3.5146797510302005e-06
2018-01-01,-6.700000000000001,107.29999999999993,3.5801664679031316e-06
2018-01-01,-6.700000000000001,107.34999999999992,3.6456531847760627e-06
2018-01-01,-6.700000000000001,107.39999999999992,3.711139901648994e-06
2018-01-01,-6.700000000000001,107.44999999999992,3.776626618521925e-06
2018-01-01,-6.650000000000001,106.0,1.6359838440394007e-06
2018-01-01,-6.650000000000001,106.05,1.7234792024585905e-06
2018-01-01,-6.650000000000001,106.1,1.81097456087778e-06
2018-01-01,-6.650000000000001,106.14999999999999,1.8984699192969697e-06
2018-01-01,-6.650000000000001,106.19999999999999,1.9859652777161594e-06
2018-01-01,-6.650000000000001,106.24999999999999,2.073460636135349e-06
2018-01-01,-6.650000000000001,106.29999999999998,2.1609559945545385e-06
2018-01-01,-6.650000000000001,106.34999999999998,2.248451352973728e-06
2018-01-01,-6.650000000000001,106.39999999999998,2.335946711392918e-06
2018-01-01,-6.650000000000001,106.44999999999997,2.4234420698121076e-06
2018-01-01,-6.650000000000001,106.49999999999997,2.5109374282312974e-06
2018-01-01,-6.650000000000001,106.54999999999997,2.598432786650487e-06
2018-01-01,-6.650000000000001,106.59999999999997,2.685928145069677e-06
2018-01-01,-6.650000000000001,106.64999999999996,2.7734235034888666e-06
2018-01-01,-6.650000000000001,106.69999999999996,2.860918861908056e-06
2018-01-01,-6.650000000000001,106.74999999999996,2.9484142203272456e-06
2018-01-01,-6.650000000000001,106.79999999999995,3.013901731492235e-06
2018-01-01,-6.650000000000001,106.84999999999995,3.0793892426572055e-06
2018-01-01,-6.650000000000001,106.89999999999995,3.1448767538221763e-06
2018-01-01,-6.650000000000001,106.94999999999995,3.210364264987147e-06
2018-01-01,-6.650000000000001,106.99999999999994,3.2758517761521176e-06
2018-01-01,-6.650000000000001,107.04999999999994,3.3413392873170885e-06
2018-01-01,-6.650000000000001,107.09999999999994,3.406826798482059e-06
2018-01-01,-6.650000000000001,107.14999999999993,3.4723143096470297e-06
2018-01-01,-6.650000000000001,107.19999999999993,3.5378018208120006e-06
2018-01-01,-6.650000000000001,107.24999999999993,3.603289331976971e-06
2018-01-01,-6.650000000000001,107.29999999999993,3.668776843141942e-06
2018-01-01,-6.650000000000001,107.34999999999992,3.7342643543069123e-06
2018-01-01,-6.650000000000001,107.39999999999992,3.799751865471883e-06
2018-01-01,-6.650000000000001,107.44999999999992,3.865239376636854e-06
2018-01-01,-6.600000000000001,106.0,1.6625869875497293e-06
2018-01-01,-6.600000000000001,106.05,1.7542155789366552e-06
2018-01-01,-6.600000000000001,106.1,1.845844170323581e-06
2018-01-01,-6.600000000000001,106.14999999999999,1.9374727617105068e-06
2018-01-01,-6.600000000000001,106.19999999999999,2.029101353097433e-06
2018-01-01,-6.600000000000001,106.24999999999999,2.1207299444843585e-06
2018-01-01,-6.600000000000001,106.29999999999998,2.2123585358712846e-06
2018-01-01,-6.600000000000001,106.34999999999998,2.3039871272582102e-06
2018-01-01,-6.600000000000001,106.39999999999998,2.395615718645136e-06
2018-01-01,-6.600000000000001,106.44999999999997,2.487244310032062e-06
2018-01-01,-6.600000000000001,106.49999999999997,2.5788729014189877e-06
2018-01-01,-6.600000000000001,106.54999999999997,2.6705014928059137e-06
2018-01-01,-6.600000000000001,106.59999999999997,2.7621300841928394e-06
2018-01-01,-6.600000000000001,106.64999999999996,2.853758675579765e-06
2018-01-01,-6.600000000000001,106.69999999999996,2.945387266966691e-06
2018-01-01,-6.600000000000001,106.74999999999996,3.0370158583536172e-06
2018-01-01,-6.600000000000001,106.79999999999995,3.1025041638106494e-06
2018-01-01,-6.600000000000001,106.84999999999995,3.16799246926766e-06
2018-01-01,-6.600000000000001,106.89999999999995,3.23348077472467e-06
2018-01-01,-6.600000000000001,106.94999999999995,3.2989690801816803e-06
2018-01-01,-6.600000000000001,106.99999999999994,3.3644573856386904e-06
2018-01-01,-6.600000000000001,107.04999999999994,3.4299456910957006e-06
2018-01-01,-6.600000000000001,107.09999999999994,3.495433996552711e-06
2018-01-01,-6.600000000000001,107.14999999999993,3.5609223020097213e-06
2018-01-01,-6.600000000000001,107.19999999999993,3.6264106074667314e-06
2018-01-01,-6.600000000000001,107.24999999999993,3.6918989129237416e-06
2018-01-01,-6.600000000000001,107.29999999999993,3.757387218380752e-06
2018-01-01,-6.600000000000001,107.34999999999992,3.822875523837762e-06
2018-01-01,-6.600000000000001,107.39999999999992,3.8883638292947724e-06
2018-01-01,-6.600000000000001,107.44999999999992,3.953852134751783e-06
2018-01-01,-6.550000000000002,106.0,1.689190131060058e-06
2018-01-01,-6.550000000000002,106.05,1.78495195541472e-06
2018-01-01,-6.550000000000002,106.1,1.880713779769382e-06
2018-01-01,-6.550000000000002,106.14999999999999,1.9764756041240442e-06
2018-01-01,-6.550000000000002,106.19999999999999,2.0722374284787062e-06
2018-01-01,-6.550000000000002,106.24999999999999,2.1679992528333683e-06
2018-01-01,-6.550000000000002,106.29999999999998,2.2637610771880303e-06
2018-01-01,-6.550000000000002,106.34999999999998,2.3595229015426923e-06
2018-01-01,-6.550000000000002,106.39999999999998,2.4552847258973543e-06
2018-01-01,-6.550000000000002,106.44999999999997,2.5510465502520163e-06
2018-01-01,-6.550000000000002,106.49999999999997,2.6468083746066783e-06
2018-01-01,-6.550000000000002,106.54999999999997,2.7425701989613404e-06
2018-01-01,-6.550000000000002,106.59999999999997,2.8383320233160024e-06
2018-01-01,-6.550000000000002,106.64999999999996,2.9340938476706644e-06
2018-01-01,-6.550000000000002,106.69999999999996,3.0298556720253264e-06
2018-01-01,-6.550000000000002,106.74999999999996,3.1256174963799884e-06
2018-01-01,-6.550000000000002,106.79999999999995,3.191106596129064e-06
2018-01-01,-6.550000000000002,106.84999999999995,3.256595695878114e-06
2018-01-01,-6.550000000000002,106.89999999999995,3.322084795627164e-06
2018-01-01,-6.550000000000002,106.94999999999995,3.3875738953762133e-06
2018-01-01,-6.550000000000002,106.99999999999994,3.453062995125263e-06
2018-01-01,-6.550000000000002,107.04999999999994,3.518552094874313e-06
2018-01-01,-6.550000000000002,107.09999999999994,3.584041194623363e-06
2018-01-01,-6.550000000000002,107.14999999999993,3.649530294372413e-06
2018-01-01,-6.550000000000002,107.19999999999993,3.7150193941214627e-06
2018-01-01,-6.550000000000002,107.24999999999993,3.780508493870512e-06
2018-01-01,-6.550000000000002,107.29999999999993,3.8459975936195616e-06
2018-01-01,-6.550000000000002,107.34999999999992,3.911486693368612e-06
2018-01-01,-6.550000000000002,107.39999999999992,3.976975793117661e-06
2018-01-01,-6.550000000000002,107.44999999999992,4.042464892866711e-06
2018-01-01,-6.500000000000002,106.0,1.7157932745703866e-06
2018-01-01,-6.500000000000002,106.05,1.8156883318927848e-06
2018-01-01,-6.500000000000002,106.1,1.915583389215183e-06
2018-01-01,-6.500000000000002,106.14999999999999,2.0154784465375813e-06
2018-01-01,-6.500000000000002,106.19999999999999,2.1153735038599797e-06
2018-01-01,-6.500000000000002,106.24999999999999,2.2152685611823776e-06
2018-01-01,-6.500000000000002,106.29999999999998,2.315163618504776e-06
2018-01-01,-6.500000000000002,106.34999999999998,2.4150586758271744e-06
2018-01-01,-6.500000000000002,106.39999999999998,2.5149537331495723e-06
2018-01-01,-6.500000000000002,106.44999999999997,2.6148487904719707e-06
2018-01-01,-6.500000000000002,106.49999999999997,2.7147438477943686e-06
2018-01-01,-6.500000000000002,106.54999999999997,2.814638905116767e-06
2018-01-01,-6.500000000000002,106.59999999999997,2.9145339624391654e-06
2018-01-01,-6.500000000000002,106.64999999999996,3.0144290197615637e-06
2018-01-01,-6.500000000000002,106.69999999999996,3.1143240770839617e-06
2018-01-01,-6.500000000000002,106.74999999999996,3.2142191344063596e-06
2018-01-01,-6.500000000000002,106.79999999999995,3.279709028447479e-06
2018-01-01,-6.500000000000002,106.84999999999995,3.345198922488568e-06
2018-01-01,-6.500000000000002,106.89999999999995,3.4106888165296572e-06
2018-01-01,-6.500000000000002,106.94999999999995,3.476178710570747e-06
2018-01-01,-6.500000000000002,106.99999999999994,3.541668604611836e-06
2018-01-01,-6.500000000000002,107.04999999999994,3.6071584986529256e-06
2018-01-01,-6.500000000000002,107.09999999999994,3.6726483926940147e-06
2018-01-01,-6.500000000000002,107.14999999999993,3.7381382867351043e-06
2018-01-01,-6.500000000000002,107.19999999999993,3.8036281807761935e-06
2018-01-01,-6.500000000000002,107.24999999999993,3.869118074817283e-06
2018-01-01,-6.500000000000002,107.29999999999993,3.934607968858372e-06
2018-01-01,-6.500000000000002,107.34999999999992,4.000097862899461e-06
2018-01-01,-6.500000000000002,107.39999999999992,4.065587756940551e-06
2018-01-01,-6.500000000000002,107.44999999999992,4.13107765098164e-06
2018-01-01,-6.450000000000002,106.0,1.742396418080715e-06
2018-01-01,-6.450000000000002,106.05,1.8464247083708495e-06
2018-01-01,-6.450000000000002,106.1,1.950452998660984e-06
2018-01-01,-6.450000000000002,106.14999999999999,2.0544812889511183e-06
2018-01-01,-6.450000000000002,106.19999999999999,2.1585095792412526e-06
2018-01-01,-6.450000000000002,106.24999999999999,2.2625378695313874e-06
2018-01-01,-6.450000000000002,106.29999999999998,2.3665661598215217e-06
2018-01-01,-6.450000000000002,106.34999999999998,2.4705944501116564e-06
2018-01-01,-6.450000000000002,106.39999999999998,2.5746227404017907e-06
2018-01-01,-6.450000000000002,106.44999999999997,2.678651030691925e-06
2018-01-01,-6.450000000000002,106.49999999999997,2.7826793209820597e-06
2018-01-01,-6.450000000000002,106.54999999999997,2.8867076112721945e-06
2018-01-01,-6.450000000000002,106.59999999999997,2.9907359015623288e-06
2018-01-01,-6.450000000000002,106.64999999999996,3.094764191852463e-06
2018-01-01,-6.450000000000002,106.69999999999996,3.1987924821425974e-06
2018-01-01,-6.450000000000002,106.74999999999996,3.302820772432732e-06
2018-01-01,-6.450000000000002,106.79999999999995,3.3683114607658936e-06
2018-01-01,-6.450000000000002,106.84999999999995,3.4338021490990225e-06
2018-01-01,-6.450000000000002,106.89999999999995,3.4992928374321514e-06
2018-01-01,-6.450000000000002,106.94999999999995,3.5647835257652803e-06
2018-01-01,-6.450000000000002,106.99999999999994,3.630274214098409e-06
2018-01-01,-6.450000000000002,107.04999999999994,3.695764902431538e-06
2018-01-01,-6.450000000000002,107.09999999999994,3.761255590764667e-06
2018-01-01,-6.450000000000002,107.14999999999993,3.826746279097796e-06
2018-01-01,-6.450000000000002,107.19999999999993,3.892236967430924e-06
2018-01-01,-6.450000000000002,107.24999999999993,3.957727655764054e-06
2018-01-01,-6.450000000000002,107.29999999999993,4.023218344097182e-06
2018-01-01,-6.450000000000002,107.34999999999992,4.0887090324303114e-06
2018-01-01,-6.450000000000002,107.39999999999992,4.15419972076344e-06
2018-01-01,-6.450000000000002,107.44999999999992,4.219690409096569e-06
2018-01-01,-6.400000000000002,106.0,1.7689995615910436e-06
2018-01-01,-6.400000000000002,106.05,1.8771610848489143e-06
2018-01-01,-6.400000000000002,106.1,1.9853226081067847e-06
2018-01-01,-6.400000000000002,106.14999999999999,2.093484131364656e-06
2018-01-01,-6.400000000000002,106.19999999999999,2.201645654622526e-06
2018-01-01,-6.400000000000002,106.24999999999999,2.309807177880397e-06
2018-01-01,-6.400000000000002,106.29999999999998,2.4179687011382674e-06
2018-01-01,-6.400000000000002,106.34999999999998,2.5261302243961385e-06
2018-01-01,-6.400000000000002,106.39999999999998,2.6342917476540087e-06
2018-01-01,-6.400000000000002,106.44999999999997,2.7424532709118798e-06
2018-01-01,-6.400000000000002,106.49999999999997,2.85061479416975e-06
2018-01-01,-6.400000000000002,106.54999999999997,2.958776317427621e-06
2018-01-01,-6.400000000000002,106.59999999999997,3.0669378406854913e-06
2018-01-01,-6.400000000000002,106.64999999999996,3.1750993639433624e-06
2018-01-01,-6.400000000000002,106.69999999999996,3.2832608872012327e-06
2018-01-01,-6.400000000000002,106.74999999999996,3.3914224104591033e-06
2018-01-01,-6.400000000000002,106.79999999999995,3.4569138930843084e-06
2018-01-01,-6.400000000000002,106.84999999999995,3.5224053757094765e-06
2018-01-01,-6.400000000000002,106.89999999999995,3.587896858334645e-06
2018-01-01,-6.400000000000002,106.94999999999995,3.6533883409598134e-06
2018-01-01,-6.400000000000002,106.99999999999994,3.718879823584982e-06
2018-01-01,-6.400000000000002,107.04999999999994,3.78437130621015e-06
2018-01-01,-6.400000000000002,107.09999999999994,3.849862788835319e-06
2018-01-01,-6.400000000000002,107.14999999999993,3.915354271460487e-06
2018-01-01,-6.400000000000002,107.19999999999993,3.980845754085656e-06
2018-01-01,-6.400000000000002,107.24999999999993,4.046337236710824e-06
2018-01-01,-6.400000000000002,107.29999999999993,4.111828719335992e-06
2018-01-01,-6.400000000000002,107.34999999999992,4.177320201961161e-06
2018-01-01,-6.400000000000002,107.39999999999992,4.242811684586329e-06
2018-01-01,-6.400000000000002,107.44999999999992,4.308303167211497e-06
2018-01-01,-6.350000000000002,106.0,1.7956027051013722e-06
2018-01-01,-6.350000000000002,106.05,1.9078974613269793e-06
2018-01-01,-6.350000000000002,106.1,2.020192217552586e-06
2018-01-01,-6.350000000000002,106.14999999999999,2.132486973778193e-06
2018-01-01,-6.350000000000002,106.19999999999999,2.2447817300037995e-06
2018-01-01,-6.350000000000002,106.24999999999999,2.3570764862294065e-06
2018-01-01,-6.350000000000002,106.29999999999998,2.4693712424550135e-06
2018-01-01,-6.350000000000002,106.34999999999998,2.58166599868062e-06
2018-01-01,-6.350000000000002,106.39999999999998,2.6939607549062267e-06
2018-01-01,-6.350000000000002,106.44999999999997,2.8062555111318337e-06
2018-01-01,-6.350000000000002,106.49999999999997,2.9185502673574407e-06
2018-01-01,-6.350000000000002,106.54999999999997,3.0308450235830477e-06
2018-01-01,-6.350000000000002,106.59999999999997,3.1431397798086543e-06
2018-01-01,-6.350000000000002,106.64999999999996,3.255434536034261e-06
2018-01-01,-6.350000000000002,106.69999999999996,3.367729292259868e-06
2018-01-01,-6.350000000000002,106.74999999999996,3.480024048485475e-06
