,KABKOT,month,geometry,longitude,latitude,year,RH,time
27,JAKARTA SELATAN,4,"MULTIPOINT ((106.74999999999996 -6.250000000000003), (106.79999999999995 -6.350000000000002), (106.79999999999995 -6.3000000000000025), (106.79999999999995 -6.250000000000003), (106.84999999999997 -6.3000000000000025), (106.84999999999997 -6.250000000000003))",106.8083333333333,-6.283333333333336,2020.0,83.4886250813802,2020-03-31 14:24:00
28,JAKARTA SELATAN,5,"MULTIPOINT ((106.74999999999996 -6.250000000000003), (106.79999999999995 -6.350000000000002), (106.79999999999995 -6.3000000000000025), (106.79999999999995 -6.250000000000003), (106.84999999999997 -6.3000000000000025), (106.84999999999997 -6.250000000000003))",106.8083333333333,-6.283333333333336,2020.0,82.1100819905599,2020-04-30 14:24:00
29,JAKARTA SELATAN,6,"MULTIPOINT ((106.74999999999996 -6.250000000000003), (106.79999999999995 -6.350000000000002), (106.79999999999995 -6.3000000000000025), (106.79999999999995 -6.250000000000003), (106.84999999999997 -6.3000000000000025), (106.84999999999997 -6.250000000000003))",106.8083333333333,-6.283333333333336,2020.0,80.68133036295575,2020-05-31 14:24:00
30,JAKARTA SELATAN,7,"MULTIPOINT ((106.74999999999996 -6.250000000000003), (106.79999999999995 -6.350000000000002), (106.79999999999995 -6.3000000000000025), (106.79999999999995 -6.250000000000003), (106.84999999999997 -6.3000000000000025), (106.84999999999997 -6.250000000000003))",106.8083333333333,-6.283333333333336,2020.0,75.70822041829419,2020-06-30 14:24:00
31,JAKARTA SELATAN,8,"MULTIPOINT ((106.74999999999996 -6.250000000000003), (106.79999999999995 -6.350000000000002), (106.79999999999995 -6.3000000000000025), (106.79999999999995 -6.250000000000003), (106.84999999999997 -6.3000000000000025), (106.84999999999997 -6.250000000000003))",106.8083333333333,-6.283333333333336,2020.0,74.53732198079423,2020-07-31 14:24:00
32,JAKARTA SELATAN,9,"MULTIPOINT ((106.74999999999996 -6.250000000000003), (106.79999999999995 -6.350000000000002), (106.79999999999995 -6.3000000000000025), (106.79999999999995 -6.250000000000003), (106.84999999999997 -6.3000000000000025), (106.84999999999997 -6.250000000000003))",106.8083333333333,-6.283333333333336,2020.0,74.33011779785153,2020-08-31 14:24:00
33,JAKARTA SELATAN,10,"MULTIPOINT ((106.74999999999996 -6.250000000000003), (106.79999999999995 -6.350000000000002), (106.79999999999995 -6.3000000000000025), (106.79999999999995 -6.250000000000003), (106.84999999999997 -6.3000000000000025), (106.84999999999997 -6.250000000000003))",106.8083333333333,-6.283333333333336,2020.0,76.75242919921858,2020-09-30 14:24:00
34,JAKARTA SELATAN,11,"MULTIPOINT ((106.74999999999996 -6.250000000000003), (106.79999999999995 -6.350000000000002), (106.79999999999995 -6.3000000000000025), (106.79999999999995 -6.250000000000003), (106.84999999999997 -6.3000000000000025), (106.84999999999997 -6.250000000000003))",106.8083333333333,-6.283333333333336,2020.0,80.81194559733052,2020-10-31 14:24:00
35,JAKARTA SELATAN,12,"MULTIPOINT ((106.74999999999996 -6.250000000000003), (106.79999999999995 -6.350000000000002), (106.79999999999995 -6.3000000000000025), (106.79999999999995 -6.250000000000003), (106.84999999999997 -6.3000000000000025), (106.84999999999997 -6.250000000000003))",106.8083333333333,-6.283333333333336,2020.0,82.98879496256505,2020-11-30 14:24:00
36,JAKARTA TIMUR,1,"MULTIPOINT ((106.89999999999996 -6.350000000000002), (106.89999999999996 -6.3000000000000025), (106.89999999999996 -6.250000000000003), (106.89999999999996 -6.200000000000003), (106.94999999999996 -6.200000000000003))",106.90999999999997,-6.2600000000000025,2020.0,84.5301513671875,2020-01-01 09:36:00
37,JAKARTA TIMUR,2,"MULTIPOINT ((106.89999999999996 -6.350000000000002), (106.89999999999996 -6.3000000000000025), (106.89999999999996 -6.250000000000003), (106.89999999999996 -6.200000000000003), (106.94999999999996 -6.200000000000003))",106.90999999999997,-6.2600000000000025,2020.0,85.87257714843744,2020-02-01 09:36:00
38,JAKARTA TIMUR,3,"MULTIPOINT ((106.89999999999996 -6.350000000000002), (106.89999999999996 -6.3000000000000025), (106.89999999999996 -6.250000000000003), (106.89999999999996 -6.200000000000003), (106.94999999999996 -6.200000000000003))",106.90999999999997,-6.2600000000000025,2020.0,83.90764794921866,2020-02-29 14:24:00
39,JAKARTA TIMUR,4,"MULTIPOINT ((106.89999999999996 -6.350000000000002), (106.89999999999996 -6.3000000000000025), (106.89999999999996 -6.250000000000003), (106.89999999999996 -6.200000000000003), (106.94999999999996 -6.200000000000003))",106.90999999999997,-6.2600000000000025,2020.0,83.4567915039063,2020-03-31 14:24:00
40,JAKARTA TIMUR,5,"MULTIPOINT ((106.89999999999996 -6.350000000000002), (106.89999999999996 -6.3000000000000025), (106.89999999999996 -6.250000000000003), (106.89999999999996 -6.200000000000003), (106.94999999999996 -6.200000000000003))",106.90999999999997,-6.2600000000000025,2020.0,82.05597094726566,2020-04-30 14:24:00
41,JAKARTA TIMUR,6,"MULTIPOINT ((106.89999999999996 -6.350000000000002), (106.89999999999996 -6.3000000000000025), (106.89999999999996 -6.250000000000003), (106.89999999999996 -6.200000000000003), (106.94999999999996 -6.200000000000003))",106.90999999999997,-6.2600000000000025,2020.0,80.76535351562491,2020-05-31 14:24:00
42,JAKARTA TIMUR,7,"MULTIPOINT ((106.89999999999996 -6.350000000000002), (106.89999999999996 -6.3000000000000025), (106.89999999999996 -6.250000000000003), (106.89999999999996 -6.200000000000003), (106.94999999999996 -6.200000000000003))",106.90999999999997,-6.2600000000000025,2020.0,76.26235815429662,2020-06-30 14:24:00
43,JAKARTA TIMUR,8,"MULTIPOINT ((106.89999999999996 -6.350000000000002), (106.89999999999996 -6.3000000000000025), (106.89999999999996 -6.250000000000003), (106.89999999999996 -6.200000000000003), (106.94999999999996 -6.200000000000003))",106.90999999999997,-6.2600000000000025,2020.0,75.00837499999982,2020-07-31 14:24:00
44,JAKARTA TIMUR,9,"MULTIPOINT ((106.89999999999996 -6.350000000000002), (106.89999999999996 -6.3000000000000025), (106.89999999999996 -6.250000000000003), (106.89999999999996 -6.200000000000003), (106.94999999999996 -6.200000000000003))",106.90999999999997,-6.2600000000000025,2020.0,74.65776416015613,2020-08-31 14:24:00
45,JAKARTA TIMUR,10,"MULTIPOINT ((106.89999999999996 -6.350000000000002), (106.89999999999996 -6.3000000000000025), (106.89999999999996 -6.250000000000003), (106.89999999999996 -6.200000000000003), (106.94999999999996 -6.200000000000003))",106.90999999999997,-6.2600000000000025,2020.0,77.24344091796848,2020-09-30 14:24:00
46,JAKARTA TIMUR,11,"MULTIPOINT ((106.89999999999996 -6.350000000000002), (106.89999999999996 -6.3000000000000025), (106.89999999999996 -6.250000000000003), (106.89999999999996 -6.200000000000003), (106.94999999999996 -6.200000000000003))",106.90999999999997,-6.2600000000000025,2020.0,81.23060913085911,2020-10-31 14:24:00
47,JAKARTA TIMUR,12,"MULTIPOINT ((106.89999999999996 -6.350000000000002), (106.89999999999996 -6.3000000000000025), (106.89999999999996 -6.250000000000003), (106.89999999999996 -6.200000000000003), (106.94999999999996 -6.200000000000003))",106.90999999999997,-6.2600000000000025,2020.0,83.05142333984374,2020-11-30 14:24:00
48,JAKARTA UTARA,1,"MULTIPOINT ((106.79999999999995 -6.100000000000003), (106.84999999999997 -6.150000000000003), (106.89999999999996 -6.150000000000003), (106.89999999999996 -6.100000000000003), (106.94999999999996 -6.150000000000003), (106.94999999999996 -6.100000000000003))",106.89166666666662,-6.125000000000003,2020.0,84.11228658040365,2020-01-01 09:36:00
49,JAKARTA UTARA,2,"MULTIPOINT ((106.79999999999995 -6.100000000000003), (106.84999999999997 -6.150000000000003), (106.89999999999996 -6.150000000000003), (106.89999999999996 -6.100000000000003), (106.94999999999996 -6.150000000000003), (106.94999999999996 -6.100000000000003))",106.89166666666662,-6.125000000000003,2020.0,85.2560144042969,2020-02-01 09:36:00
50,JAKARTA UTARA,3,"MULTIPOINT ((106.79999999999995 -6.100000000000003), (106.84999999999997 -6.150000000000003), (106.89999999999996 -6.150000000000003), (106.89999999999996 -6.100000000000003), (106.94999999999996 -6.150000000000003), (106.94999999999996 -6.100000000000003))",106.89166666666662,-6.125000000000003,2020.0,83.46309000651046,2020-02-29 14:24:00
51,JAKARTA UTARA,4,"MULTIPOINT ((106.79999999999995 -6.100000000000003), (106.84999999999997 -6.150000000000003), (106.89999999999996 -6.150000000000003), (106.89999999999996 -6.100000000000003), (106.94999999999996 -6.150000000000003), (106.94999999999996 -6.100000000000003))",106.89166666666662,-6.125000000000003,2020.0,82.96704142252607,2020-03-31 14:24:00
52,JAKARTA UTARA,5,"MULTIPOINT ((106.79999999999995 -6.100000000000003), (106.84999999999997 -6.150000000000003), (106.89999999999996 -6.150000000000003), (106.89999999999996 -6.100000000000003), (106.94999999999996 -6.150000000000003), (106.94999999999996 -6.100000000000003))",106.89166666666662,-6.125000000000003,2020.0,81.85063191731776,2020-04-30 14:24:00
53,JAKARTA UTARA,6,"MULTIPOINT ((106.79999999999995 -6.100000000000003), (106.84999999999997 -6.150000000000003), (106.89999999999996 -6.150000000000003), (106.89999999999996 -6.100000000000003), (106.94999999999996 -6.150000000000003), (106.94999999999996 -6.100000000000003))",106.89166666666662,-6.125000000000003,2020.0,80.64971964518227,2020-05-31 14:24:00
54,JAKARTA UTARA,7,"MULTIPOINT ((106.79999999999995 -6.100000000000003), (106.84999999999997 -6.150000000000003), (106.89999999999996 -6.150000000000003), (106.89999999999996 -6.100000000000003), (106.94999999999996 -6.150000000000003), (106.94999999999996 -6.100000000000003))",106.89166666666662,-6.125000000000003,2020.0,76.84155151367155,2020-06-30 14:24:00
55,JAKARTA UTARA,8,"MULTIPOINT ((106.79999999999995 -6.100000000000003), (106.84999999999997 -6.150000000000003), (106.89999999999996 -6.150000000000003), (106.89999999999996 -6.100000000000003), (106.94999999999996 -6.150000000000003), (106.94999999999996 -6.100000000000003))",106.89166666666662,-6.125000000000003,2020.0,75.63515726725227,2020-07-31 14:24:00
56,JAKARTA UTARA,9,"MULTIPOINT ((106.79999999999995 -6.100000000000003), (106.84999999999997 -6.150000000000003), (106.89999999999996 -6.150000000000003), (106.89999999999996 -6.100000000000003), (106.94999999999996 -6.150000000000003), (106.94999999999996 -6.100000000000003))",106.89166666666662,-6.125000000000003,2020.0,75.32590270996069,2020-08-31 14:24:00
57,JAKARTA UTARA,10,"MULTIPOINT ((106.79999999999995 -6.100000000000003), (106.84999999999997 -6.150000000000003), (106.89999999999996 -6.150000000000003), (106.89999999999996 -6.100000000000003), (106.94999999999996 -6.150000000000003), (106.94999999999996 -6.100000000000003))",106.89166666666662,-6.125000000000003,2020.0,77.13822977701798,2020-09-30 14:24:00
58,JAKARTA UTARA,11,"MULTIPOINT ((106.79999999999995 -6.100000000000003), (106.84999999999997 -6.150000000000003), (106.89999999999996 -6.150000000000003), (106.89999999999996 -6.100000000000003), (106.94999999999996 -6.150000000000003), (106.94999999999996 -6.100000000000003))",106.89166666666662,-6.125000000000003,2020.0,80.65552388509099,2020-10-31 14:24:00
59,JAKARTA UTARA,12,"MULTIPOINT ((106.79999999999995 -6.100000000000003), (106.84999999999997 -6.150000000000003), (106.89999999999996 -6.150000000000003), (106.89999999999996 -6.100000000000003), (106.94999999999996 -6.150000000000003), (106.94999999999996 -6.100000000000003))",106.89166666666662,-6.125000000000003,2020.0,82.58713948567711,2020-11-30 14:24:00
