,KABKOT,month,year,geometry,longitude,latitude,RH,time
16,JAKARTA BARAT,4,2019,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,83.95999857584643,2019-04-01
17,JAKARTA BARAT,4,2020,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,84.41822509765625,2020-04-01
18,JAKARTA BARAT,4,2021,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,81.50893859863292,2021-04-01
19,JAKARTA BARAT,4,2022,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,82.04018046061208,2022-04-01
20,JAKARTA BARAT,5,2018,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,80.34615885416666,2018-05-01
21,JAKARTA BARAT,5,2019,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,81.01414286295575,2019-05-01
22,JAKARTA BARAT,5,2020,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,83.59945475260417,2020-05-01
23,JAKARTA BARAT,5,2021,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,81.10568033854169,2021-05-01
24,JAKARTA BARAT,5,2022,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,83.53308308919291,2022-05-01
25,JAKARTA BARAT,6,2018,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,79.28447265624986,2018-06-01
26,JAKARTA BARAT,6,2019,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,74.71313374837233,2019-06-01
27,JAKARTA BARAT,6,2020,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,81.03355712890628,2020-06-01
28,JAKARTA BARAT,6,2021,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,83.64358520507831,2021-06-01
29,JAKARTA BARAT,6,2022,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,83.67923278808618,2022-06-01
30,JAKARTA BARAT,7,2018,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,71.59750162760403,2018-07-01
31,JAKARTA BARAT,7,2019,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,71.21834106445282,2019-07-01
32,JAKARTA BARAT,7,2020,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,77.49566752115882,2020-07-01
33,JAKARTA BARAT,7,2021,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,78.0597920735678,2021-07-01
34,JAKARTA BARAT,7,2022,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,81.59126892089844,2022-07-01
35,JAKARTA BARAT,8,2018,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,69.81239420572886,2018-08-01
36,JAKARTA BARAT,8,2019,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,70.11067097981751,2019-08-01
37,JAKARTA BARAT,8,2020,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,74.8413350423176,2020-08-01
38,JAKARTA BARAT,8,2021,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,78.9230875651045,2021-08-01
39,JAKARTA BARAT,8,2022,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,80.05228881835951,2022-08-01
40,JAKARTA BARAT,9,2018,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,68.86245422363245,2018-09-01
41,JAKARTA BARAT,9,2019,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,69.30343729654918,2019-09-01
42,JAKARTA BARAT,9,2020,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,74.38914794921871,2020-09-01
43,JAKARTA BARAT,9,2021,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,79.64974365234379,2021-09-01
44,JAKARTA BARAT,9,2022,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,80.84428202311226,2022-09-01
45,JAKARTA BARAT,10,2018,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,72.79044799804666,2018-10-01
46,JAKARTA BARAT,10,2019,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,69.09746704101518,2019-10-01
47,JAKARTA BARAT,10,2020,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,77.8150136311849,2020-10-01
48,JAKARTA BARAT,10,2021,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,79.20348307291675,2021-10-01
49,JAKARTA BARAT,10,2022,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,82.82036234537755,2022-10-01
50,JAKARTA BARAT,11,2018,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,81.83207906087229,2018-11-01
51,JAKARTA BARAT,11,2019,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,74.38977661132743,2019-11-01
52,JAKARTA BARAT,11,2020,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,81.09503479003895,2020-11-01
53,JAKARTA BARAT,11,2021,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,81.591488647461,2021-11-01
54,JAKARTA BARAT,11,2022,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,82.11912638346358,2022-11-01
55,JAKARTA BARAT,12,2018,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,80.8577779134114,2018-12-01
56,JAKARTA BARAT,12,2019,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,82.37423299153653,2019-12-01
57,JAKARTA BARAT,12,2020,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,83.04466654459645,2020-12-01
58,JAKARTA BARAT,12,2021,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,83.56459350585936,2021-12-01
59,JAKARTA BARAT,12,2022,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,83.02156982421879,2022-12-01
60,JAKARTA PUSAT,1,2018,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,81.77712402343761,2018-01-01
61,JAKARTA PUSAT,1,2019,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,83.8856933593749,2019-01-01
62,JAKARTA PUSAT,1,2020,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,86.0410644531251,2020-01-01
63,JAKARTA PUSAT,1,2021,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,86.03822631835953,2021-01-01
64,JAKARTA PUSAT,1,2022,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,83.46480712890639,2022-01-01
65,JAKARTA PUSAT,2,2018,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,85.84272460937484,2018-02-01
66,JAKARTA PUSAT,2,2019,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,84.73095703125013,2019-02-01
67,JAKARTA PUSAT,2,2020,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,86.44782714843727,2020-02-01
68,JAKARTA PUSAT,2,2021,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,86.85421752929669,2021-02-01
69,JAKARTA PUSAT,2,2022,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,83.64860839843743,2022-02-01
70,JAKARTA PUSAT,3,2018,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,83.77357177734383,2018-03-01
71,JAKARTA PUSAT,3,2019,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,83.94481201171885,2019-03-01
72,JAKARTA PUSAT,3,2020,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,84.51853637695305,2020-03-01
73,JAKARTA PUSAT,3,2021,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,82.97490844726555,2021-03-01
74,JAKARTA PUSAT,3,2022,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,82.73186645507822,2022-03-01
75,JAKARTA PUSAT,4,2018,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,83.59251098632824,2018-04-01
76,JAKARTA PUSAT,4,2019,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,84.12138671874999,2019-04-01
77,JAKARTA PUSAT,4,2020,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,84.51002807617216,2020-04-01
78,JAKARTA PUSAT,4,2021,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,81.48869628906255,2021-04-01
79,JAKARTA PUSAT,4,2022,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,82.13812866210958,2022-04-01
80,JAKARTA PUSAT,5,2018,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,80.21781616210916,2018-05-01
81,JAKARTA PUSAT,5,2019,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,80.8370483398437,2019-05-01
82,JAKARTA PUSAT,5,2020,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,83.64716796875003,2020-05-01
83,JAKARTA PUSAT,5,2021,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,81.19916992187513,2021-05-01
84,JAKARTA PUSAT,5,2022,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,83.51417846679709,2022-05-01
85,JAKARTA PUSAT,6,2018,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,79.39576416015598,2018-06-01
86,JAKARTA PUSAT,6,2019,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,74.90488281249952,2019-06-01
87,JAKARTA PUSAT,6,2020,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,80.90009765624986,2020-06-01
88,JAKARTA PUSAT,6,2021,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,83.70742797851561,2021-06-01
89,JAKARTA PUSAT,6,2022,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,83.62476806640616,2022-06-01
90,JAKARTA PUSAT,7,2018,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,71.87464599609312,2018-07-01
91,JAKARTA PUSAT,7,2019,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,71.41096191406206,2019-07-01
92,JAKARTA PUSAT,7,2020,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,77.46544799804667,2020-07-01
93,JAKARTA PUSAT,7,2021,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,78.02808837890638,2021-07-01
94,JAKARTA PUSAT,7,2022,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,81.43462524414076,2022-07-01
95,JAKARTA PUSAT,8,2018,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,70.43990478515582,2018-08-01
96,JAKARTA PUSAT,8,2019,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,69.97391357421861,2019-08-01
97,JAKARTA PUSAT,8,2020,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,74.91954956054657,2020-08-01
98,JAKARTA PUSAT,8,2021,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,78.75578613281246,2021-08-01
99,JAKARTA PUSAT,8,2022,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,79.7502014160159,2022-08-01
100,JAKARTA PUSAT,9,2018,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,69.13188476562426,2018-09-01
101,JAKARTA PUSAT,9,2019,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,69.07149658203109,2019-09-01
102,JAKARTA PUSAT,9,2020,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,74.42985229492166,2020-09-01
103,JAKARTA PUSAT,9,2021,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,79.24213256835942,2021-09-01
104,JAKARTA PUSAT,9,2022,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,80.49128417968772,2022-09-01
105,JAKARTA PUSAT,10,2018,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,73.1739685058588,2018-10-01
106,JAKARTA PUSAT,10,2019,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,69.3523010253898,2019-10-01
107,JAKARTA PUSAT,10,2020,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,78.27996215820264,2020-10-01
108,JAKARTA PUSAT,10,2021,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,79.5725585937498,2021-10-01
109,JAKARTA PUSAT,10,2022,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,82.88791503906228,2022-10-01
110,JAKARTA PUSAT,11,2018,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,82.10829467773436,2018-11-01
111,JAKARTA PUSAT,11,2019,POINT (106.84999999999997 -6.200000000000003),106.84999999999997,-6.200000000000003,75.7246948242178,2019-11-01
