,KABKOT,month,year,longitude,latitude,pm2p5,time,RH,t2m,tp,ispa,so2
11,JAKARTA BARAT,12,2018,106.74999999999996,-6.158333333333336,41.8206946983796,2018-12-01,80.8577779134114,27.643994954427125,5.545330742995064,1931,76.69276132932778
12,JAKARTA PUSAT,1,2018,106.84999999999997,-6.200000000000003,34.55788299078181,2018-01-01,81.77712402343761,26.999471435546862,7.3935982584953,22406,66.73464212709015
13,JAKARTA PUSAT,2,2018,106.84999999999997,-6.200000000000003,40.62722597453212,2018-02-01,85.84272460937484,26.64286743164064,10.25203958153702,1930,72.35914107640286
14,JAKARTA PUSAT,3,2018,106.84999999999997,-6.200000000000003,46.57348150990012,2018-03-01,83.77357177734383,27.16128906249997,8.209702596068016,1930,91.41628033445998
15,JAKARTA PUSAT,4,2018,106.84999999999997,-6.200000000000003,62.30025698291405,2018-04-01,83.59251098632824,27.60523193359376,6.381156109273337,3282,108.14081411704768
16,JAKARTA PUSAT,5,2018,106.84999999999997,-6.200000000000003,69.28052409686458,2018-05-01,80.21781616210916,27.999857177734384,2.745189182460324,1982,120.1971047073894
17,JAKARTA PUSAT,6,2018,106.84999999999997,-6.200000000000003,70.30925235795978,2018-06-01,79.39576416015598,27.811636962890645,2.7928175032139007,2568,117.54205683457307
18,JAKARTA PUSAT,7,2018,106.84999999999997,-6.200000000000003,70.71854079517603,2018-07-01,71.87464599609312,27.58078491210944,0.3705828264355804,1747,121.21812332400644
19,JAKARTA PUSAT,8,2018,106.84999999999997,-6.200000000000003,58.37065423008976,2018-08-01,70.43990478515582,27.757995605468807,0.5167883262038236,996,98.00943229863884
20,JAKARTA PUSAT,9,2018,106.84999999999997,-6.200000000000003,60.8912565643521,2018-09-01,69.13188476562426,28.09042236328133,1.3100055232644094,2337,96.38689497689468
21,JAKARTA PUSAT,10,2018,106.84999999999997,-6.200000000000003,60.95165146528405,2018-10-01,73.1739685058588,28.55349975585944,2.223944813013017,1934,88.41629576223352
22,JAKARTA PUSAT,11,2018,106.84999999999997,-6.200000000000003,59.5638276005659,2018-11-01,82.10829467773436,27.657792968750016,8.433230258524073,1897,93.55952529712071
23,JAKARTA PUSAT,12,2018,106.84999999999997,-6.200000000000003,43.4625298062485,2018-12-01,80.86126708984379,27.604218749999973,5.602146238088591,1968,79.20391585702976
24,JAKARTA SELATAN,1,2018,106.8083333333333,-6.283333333333336,34.8979248466584,2018-01-01,82.01547241210947,26.70251668294269,7.724275315801306,37528,69.59266816631919
25,JAKARTA SELATAN,2,2018,106.8083333333333,-6.283333333333336,41.93688245680659,2018-02-01,86.04963684082021,26.391271972656263,10.031364578753534,4655,76.98403383226044
