time,latitude,longitude,d2m
2018-01-01,-6.8500000000000005,107.04999999999994,21.134331054687493
2018-01-01,-6.8500000000000005,107.09999999999994,21.120816650390623
2018-01-01,-6.8500000000000005,107.14999999999993,21.107302246093752
2018-01-01,-6.8500000000000005,107.19999999999993,21.093787841796882
2018-01-01,-6.8500000000000005,107.24999999999993,21.08027343750001
2018-01-01,-6.8500000000000005,107.29999999999993,20.963403320312693
2018-01-01,-6.8500000000000005,107.34999999999992,20.846533203125205
2018-01-01,-6.8500000000000005,107.39999999999992,20.729663085937716
2018-01-01,-6.8500000000000005,107.44999999999992,20.612792968750227
2018-01-01,-6.800000000000001,106.0,23.583337402343773
2018-01-01,-6.800000000000001,106.05,23.420461425781298
2018-01-01,-6.800000000000001,106.1,23.257585449218766
2018-01-01,-6.800000000000001,106.14999999999999,23.09470947265629
2018-01-01,-6.800000000000001,106.19999999999999,22.93183349609376
2018-01-01,-6.800000000000001,106.24999999999999,22.768957519531284
2018-01-01,-6.800000000000001,106.29999999999998,22.540432128906332
2018-01-01,-6.800000000000001,106.34999999999998,22.311906738281323
2018-01-01,-6.800000000000001,106.39999999999998,22.083381347656314
2018-01-01,-6.800000000000001,106.44999999999997,21.85485595703136
2018-01-01,-6.800000000000001,106.49999999999997,21.626330566406352
2018-01-01,-6.800000000000001,106.54999999999997,21.549454345703168
2018-01-01,-6.800000000000001,106.59999999999997,21.47257812500004
2018-01-01,-6.800000000000001,106.64999999999996,21.395701904296914
2018-01-01,-6.800000000000001,106.69999999999996,21.318825683593786
2018-01-01,-6.800000000000001,106.74999999999996,21.24194946289066
2018-01-01,-6.800000000000001,106.79999999999995,21.225083007812486
2018-01-01,-6.800000000000001,106.84999999999995,21.20821655273437
2018-01-01,-6.800000000000001,106.89999999999995,21.191350097656255
2018-01-01,-6.800000000000001,106.94999999999995,21.17448364257814
2018-01-01,-6.800000000000001,106.99999999999994,21.157617187500023
2018-01-01,-6.800000000000001,107.04999999999994,21.220583496093695
2018-01-01,-6.800000000000001,107.09999999999994,21.283549804687425
2018-01-01,-6.800000000000001,107.14999999999993,21.346516113281155
2018-01-01,-6.800000000000001,107.19999999999993,21.409482421874884
2018-01-01,-6.800000000000001,107.24999999999993,21.472448730468614
2018-01-01,-6.800000000000001,107.29999999999993,21.36831665039074
2018-01-01,-6.800000000000001,107.34999999999992,21.264184570312636
2018-01-01,-6.800000000000001,107.39999999999992,21.160052490234534
2018-01-01,-6.800000000000001,107.44999999999992,21.055920410156375
2018-01-01,-6.750000000000001,106.0,23.51300048828125
2018-01-01,-6.750000000000001,106.05,23.339190673828114
2018-01-01,-6.750000000000001,106.1,23.165380859375034
2018-01-01,-6.750000000000001,106.14999999999999,22.991571044921898
2018-01-01,-6.750000000000001,106.19999999999999,22.81776123046876
2018-01-01,-6.750000000000001,106.24999999999999,22.643951416015682
2018-01-01,-6.750000000000001,106.29999999999998,22.419720458984443
2018-01-01,-6.750000000000001,106.34999999999998,22.195489501953205
2018-01-01,-6.750000000000001,106.39999999999998,21.971258544921966
2018-01-01,-6.750000000000001,106.44999999999997,21.747027587890727
2018-01-01,-6.750000000000001,106.49999999999997,21.52279663085949
2018-01-01,-6.750000000000001,106.54999999999997,21.468499755859398
2018-01-01,-6.750000000000001,106.59999999999997,21.41420288085942
2018-01-01,-6.750000000000001,106.64999999999996,21.359906005859443
2018-01-01,-6.750000000000001,106.69999999999996,21.30560913085941
2018-01-01,-6.750000000000001,106.74999999999996,21.251312255859432
2018-01-01,-6.750000000000001,106.79999999999995,21.234527587890625
2018-01-01,-6.750000000000001,106.84999999999995,21.217742919921875
2018-01-01,-6.750000000000001,106.89999999999995,21.200958251953125
2018-01-01,-6.750000000000001,106.94999999999995,21.184173583984375
2018-01-01,-6.750000000000001,106.99999999999994,21.167388916015625
2018-01-01,-6.750000000000001,107.04999999999994,21.30683593749984
2018-01-01,-6.750000000000001,107.09999999999994,21.446282958984227
2018-01-01,-6.750000000000001,107.14999999999993,21.585729980468557
2018-01-01,-6.750000000000001,107.19999999999993,21.725177001952943
2018-01-01,-6.750000000000001,107.24999999999993,21.86462402343733
2018-01-01,-6.750000000000001,107.29999999999993,21.773229980468898
2018-01-01,-6.750000000000001,107.34999999999992,21.681835937500125
2018-01-01,-6.750000000000001,107.39999999999992,21.59044189453141
2018-01-01,-6.750000000000001,107.44999999999992,21.499047851562636
2018-01-01,-6.700000000000001,106.0,23.443884277343727
2018-01-01,-6.700000000000001,106.05,23.277102050781252
2018-01-01,-6.700000000000001,106.1,23.110319824218777
2018-01-01,-6.700000000000001,106.14999999999999,22.943537597656245
2018-01-01,-6.700000000000001,106.19999999999999,22.77675537109377
2018-01-01,-6.700000000000001,106.24999999999999,22.609973144531295
2018-01-01,-6.700000000000001,106.29999999999998,22.425820312500036
2018-01-01,-6.700000000000001,106.34999999999998,22.241667480468834
2018-01-01,-6.700000000000001,106.39999999999998,22.057514648437575
2018-01-01,-6.700000000000001,106.44999999999997,21.873361816406316
2018-01-01,-6.700000000000001,106.49999999999997,21.689208984375114
2018-01-01,-6.700000000000001,106.54999999999997,21.63584838867189
2018-01-01,-6.700000000000001,106.59999999999997,21.582487792968777
2018-01-01,-6.700000000000001,106.64999999999996,21.529127197265666
2018-01-01,-6.700000000000001,106.69999999999996,21.475766601562555
2018-01-01,-6.700000000000001,106.74999999999996,21.422406005859443
2018-01-01,-6.700000000000001,106.79999999999995,21.4115563964844
2018-01-01,-6.700000000000001,106.84999999999995,21.400706787109414
2018-01-01,-6.700000000000001,106.89999999999995,21.389857177734427
2018-01-01,-6.700000000000001,106.94999999999995,21.379007568359384
2018-01-01,-6.700000000000001,106.99999999999994,21.368157958984398
2018-01-01,-6.700000000000001,107.04999999999994,21.510026855468595
2018-01-01,-6.700000000000001,107.09999999999994,21.651895751952964
2018-01-01,-6.700000000000001,107.14999999999993,21.79376464843733
2018-01-01,-6.700000000000001,107.19999999999993,21.9356335449217
2018-01-01,-6.700000000000001,107.24999999999993,22.07750244140601
2018-01-01,-6.700000000000001,107.29999999999993,22.016732177734468
2018-01-01,-6.700000000000001,107.34999999999992,21.955961914062584
2018-01-01,-6.700000000000001,107.39999999999992,21.8951916503907
2018-01-01,-6.700000000000001,107.44999999999992,21.834421386718873
2018-01-01,-6.650000000000001,106.0,23.37476806640626
2018-01-01,-6.650000000000001,106.05,23.21501342773439
2018-01-01,-6.650000000000001,106.1,23.05525878906252
2018-01-01,-6.650000000000001,106.14999999999999,22.89550415039065
2018-01-01,-6.650000000000001,106.19999999999999,22.73574951171878
2018-01-01,-6.650000000000001,106.24999999999999,22.57599487304691
2018-01-01,-6.650000000000001,106.29999999999998,22.43192016601563
2018-01-01,-6.650000000000001,106.34999999999998,22.287845458984407
2018-01-01,-6.650000000000001,106.39999999999998,22.143770751953184
2018-01-01,-6.650000000000001,106.44999999999997,21.99969604492196
2018-01-01,-6.650000000000001,106.49999999999997,21.855621337890682
2018-01-01,-6.650000000000001,106.54999999999997,21.803197021484436
2018-01-01,-6.650000000000001,106.59999999999997,21.75077270507819
2018-01-01,-6.650000000000001,106.64999999999996,21.698348388671945
2018-01-01,-6.650000000000001,106.69999999999996,21.6459240722657
2018-01-01,-6.650000000000001,106.74999999999996,21.593499755859455
2018-01-01,-6.650000000000001,106.79999999999995,21.588585205078118
2018-01-01,-6.650000000000001,106.84999999999995,21.583670654296895
2018-01-01,-6.650000000000001,106.89999999999995,21.578756103515616
2018-01-01,-6.650000000000001,106.94999999999995,21.573841552734393
2018-01-01,-6.650000000000001,106.99999999999994,21.568927001953114
2018-01-01,-6.650000000000001,107.04999999999994,21.713217773437293
2018-01-01,-6.650000000000001,107.09999999999994,21.8575085449217
2018-01-01,-6.650000000000001,107.14999999999993,22.00179931640605
2018-01-01,-6.650000000000001,107.19999999999993,22.1460900878904
2018-01-01,-6.650000000000001,107.24999999999993,22.29038085937475
2018-01-01,-6.650000000000001,107.29999999999993,22.26023437500004
2018-01-01,-6.650000000000001,107.34999999999992,22.230087890625043
2018-01-01,-6.650000000000001,107.39999999999992,22.199941406250048
2018-01-01,-6.650000000000001,107.44999999999992,22.169794921875052
2018-01-01,-6.600000000000001,106.0,23.30565185546874
2018-01-01,-6.600000000000001,106.05,23.15292480468753
2018-01-01,-6.600000000000001,106.1,23.000197753906264
2018-01-01,-6.600000000000001,106.14999999999999,22.847470703125055
2018-01-01,-6.600000000000001,106.19999999999999,22.69474365234379
2018-01-01,-6.600000000000001,106.24999999999999,22.54201660156258
2018-01-01,-6.600000000000001,106.29999999999998,22.43802001953128
2018-01-01,-6.600000000000001,106.34999999999998,22.334023437500036
2018-01-01,-6.600000000000001,106.39999999999998,22.230026855468793
2018-01-01,-6.600000000000001,106.44999999999997,22.12603027343755
2018-01-01,-6.600000000000001,106.49999999999997,22.022033691406307
2018-01-01,-6.600000000000001,106.54999999999997,21.970545654296927
2018-01-01,-6.600000000000001,106.59999999999997,21.919057617187548
2018-01-01,-6.600000000000001,106.64999999999996,21.867569580078168
2018-01-01,-6.600000000000001,106.69999999999996,21.81608154296879
2018-01-01,-6.600000000000001,106.74999999999996,21.76459350585941
2018-01-01,-6.600000000000001,106.79999999999995,21.765614013671836
2018-01-01,-6.600000000000001,106.84999999999995,21.766634521484377
2018-01-01,-6.600000000000001,106.89999999999995,21.76765502929686
2018-01-01,-6.600000000000001,106.94999999999995,21.768675537109402
2018-01-01,-6.600000000000001,106.99999999999994,21.769696044921886
2018-01-01,-6.600000000000001,107.04999999999994,21.916408691406104
2018-01-01,-6.600000000000001,107.09999999999994,22.063121337890436
2018-01-01,-6.600000000000001,107.14999999999993,22.209833984374768
2018-01-01,-6.600000000000001,107.19999999999993,22.356546630859157
2018-01-01,-6.600000000000001,107.24999999999993,22.50325927734349
2018-01-01,-6.600000000000001,107.29999999999993,22.50373657226561
2018-01-01,-6.600000000000001,107.34999999999992,22.504213867187502
2018-01-01,-6.600000000000001,107.39999999999992,22.50469116210934
2018-01-01,-6.600000000000001,107.44999999999992,22.505168457031232
2018-01-01,-6.550000000000002,106.0,23.236535644531273
2018-01-01,-6.550000000000002,106.05,23.090836181640668
2018-01-01,-6.550000000000002,106.1,22.945136718750007
2018-01-01,-6.550000000000002,106.14999999999999,22.799437255859402
2018-01-01,-6.550000000000002,106.19999999999999,22.653737792968798
2018-01-01,-6.550000000000002,106.24999999999999,22.508038330078193
2018-01-01,-6.550000000000002,106.29999999999998,22.44411987304693
2018-01-01,-6.550000000000002,106.34999999999998,22.380201416015666
2018-01-01,-6.550000000000002,106.39999999999998,22.316282958984402
2018-01-01,-6.550000000000002,106.44999999999997,22.25236450195314
2018-01-01,-6.550000000000002,106.49999999999997,22.188446044921932
2018-01-01,-6.550000000000002,106.54999999999997,22.137894287109418
2018-01-01,-6.550000000000002,106.59999999999997,22.087342529296905
2018-01-01,-6.550000000000002,106.64999999999996,22.03679077148439
2018-01-01,-6.550000000000002,106.69999999999996,21.986239013671934
2018-01-01,-6.550000000000002,106.74999999999996,21.93568725585942
2018-01-01,-6.550000000000002,106.79999999999995,21.94264282226561
2018-01-01,-6.550000000000002,106.84999999999995,21.94959838867186
2018-01-01,-6.550000000000002,106.89999999999995,21.956553955078107
2018-01-01,-6.550000000000002,106.94999999999995,21.963509521484355
2018-01-01,-6.550000000000002,106.99999999999994,21.970465087890602
2018-01-01,-6.550000000000002,107.04999999999994,22.119599609374802
2018-01-01,-6.550000000000002,107.09999999999994,22.268734130859173
2018-01-01,-6.550000000000002,107.14999999999993,22.417868652343543
2018-01-01,-6.550000000000002,107.19999999999993,22.567003173827914
2018-01-01,-6.550000000000002,107.24999999999993,22.716137695312284
2018-01-01,-6.550000000000002,107.29999999999993,22.747238769531236
2018-01-01,-6.550000000000002,107.34999999999992,22.77833984374996
2018-01-01,-6.550000000000002,107.39999999999992,22.809440917968686
2018-01-01,-6.550000000000002,107.44999999999992,22.840541992187468
2018-01-01,-6.500000000000002,106.0,23.16741943359375
2018-01-01,-6.500000000000002,106.05,23.02874755859375
2018-01-01,-6.500000000000002,106.1,22.89007568359375
2018-01-01,-6.500000000000002,106.14999999999999,22.75140380859375
2018-01-01,-6.500000000000002,106.19999999999999,22.612731933593807
2018-01-01,-6.500000000000002,106.24999999999999,22.474060058593807
2018-01-01,-6.500000000000002,106.29999999999998,22.450219726562523
2018-01-01,-6.500000000000002,106.34999999999998,22.42637939453124
2018-01-01,-6.500000000000002,106.39999999999998,22.40253906250001
2018-01-01,-6.500000000000002,106.44999999999997,22.378698730468784
2018-01-01,-6.500000000000002,106.49999999999997,22.3548583984375
2018-01-01,-6.500000000000002,106.54999999999997,22.30524291992191
2018-01-01,-6.500000000000002,106.59999999999997,22.25562744140626
2018-01-01,-6.500000000000002,106.64999999999996,22.20601196289067
2018-01-01,-6.500000000000002,106.69999999999996,22.156396484375023
2018-01-01,-6.500000000000002,106.74999999999996,22.106781005859432
2018-01-01,-6.500000000000002,106.79999999999995,22.119671630859386
2018-01-01,-6.500000000000002,106.84999999999995,22.13256225585934
2018-01-01,-6.500000000000002,106.89999999999995,22.145452880859352
2018-01-01,-6.500000000000002,106.94999999999995,22.158343505859364
2018-01-01,-6.500000000000002,106.99999999999994,22.171234130859375
2018-01-01,-6.500000000000002,107.04999999999994,22.322790527343557
2018-01-01,-6.500000000000002,107.09999999999994,22.47434692382791
2018-01-01,-6.500000000000002,107.14999999999993,22.625903320312318
2018-01-01,-6.500000000000002,107.19999999999993,22.77745971679667
2018-01-01,-6.500000000000002,107.24999999999993,22.929016113281023
2018-01-01,-6.500000000000002,107.29999999999993,22.990740966796807
2018-01-01,-6.500000000000002,107.34999999999992,23.05246582031242
2018-01-01,-6.500000000000002,107.39999999999992,23.114190673828034
2018-01-01,-6.500000000000002,107.44999999999992,23.175915527343648
2018-01-01,-6.450000000000002,106.0,23.169354248046886
2018-01-01,-6.450000000000002,106.05,23.065998535156268
2018-01-01,-6.450000000000002,106.1,22.96264282226565
2018-01-01,-6.450000000000002,106.14999999999999,22.859287109375032
2018-01-01,-6.450000000000002,106.19999999999999,22.755931396484414
2018-01-01,-6.450000000000002,106.24999999999999,22.652575683593795
2018-01-01,-6.450000000000002,106.29999999999998,22.637174072265623
2018-01-01,-6.450000000000002,106.34999999999998,22.621772460937507
2018-01-01,-6.450000000000002,106.39999999999998,22.60637084960939
2018-01-01,-6.450000000000002,106.44999999999997,22.590969238281218
2018-01-01,-6.450000000000002,106.49999999999997,22.575567626953102
2018-01-01,-6.450000000000002,106.54999999999997,22.527829589843748
2018-01-01,-6.450000000000002,106.59999999999997,22.480091552734393
2018-01-01,-6.450000000000002,106.64999999999996,22.432353515624982
2018-01-01,-6.450000000000002,106.69999999999996,22.384615478515627
2018-01-01,-6.450000000000002,106.74999999999996,22.336877441406273
2018-01-01,-6.450000000000002,106.79999999999995,22.347109374999945
2018-01-01,-6.450000000000002,106.84999999999995,22.357341308593732
2018-01-01,-6.450000000000002,106.89999999999995,22.36757324218746
2018-01-01,-6.450000000000002,106.94999999999995,22.37780517578119
2018-01-01,-6.450000000000002,106.99999999999994,22.388037109374977
2018-01-01,-6.450000000000002,107.04999999999994,22.513657226562316
2018-01-01,-6.450000000000002,107.09999999999994,22.639277343749825
2018-01-01,-6.450000000000002,107.14999999999993,22.764897460937334
2018-01-01,-6.450000000000002,107.19999999999993,22.890517578124843
2018-01-01,-6.450000000000002,107.24999999999993,23.016137695312352
2018-01-01,-6.450000000000002,107.29999999999993,23.072862548828084
2018-01-01,-6.450000000000002,107.34999999999992,23.129587402343645
2018-01-01,-6.450000000000002,107.39999999999992,23.186312255859264
2018-01-01,-6.450000000000002,107.44999999999992,23.24303710937488
2018-01-01,-6.400000000000002,106.0,23.171289062500023
2018-01-01,-6.400000000000002,106.05,23.103249511718786
2018-01-01,-6.400000000000002,106.1,23.035209960937493
2018-01-01,-6.400000000000002,106.14999999999999,22.967170410156257
2018-01-01,-6.400000000000002,106.19999999999999,22.89913085937502
2018-01-01,-6.400000000000002,106.24999999999999,22.831091308593727
2018-01-01,-6.400000000000002,106.29999999999998,22.824128417968723
2018-01-01,-6.400000000000002,106.34999999999998,22.817165527343718
2018-01-01,-6.400000000000002,106.39999999999998,22.81020263671877
2018-01-01,-6.400000000000002,106.44999999999997,22.803239746093766
2018-01-01,-6.400000000000002,106.49999999999997,22.79627685546876
2018-01-01,-6.400000000000002,106.54999999999997,22.750416259765643
2018-01-01,-6.400000000000002,106.59999999999997,22.704555664062525
2018-01-01,-6.400000000000002,106.64999999999996,22.658695068359407
2018-01-01,-6.400000000000002,106.69999999999996,22.61283447265629
2018-01-01,-6.400000000000002,106.74999999999996,22.56697387695317
2018-01-01,-6.400000000000002,106.79999999999995,22.574547119140618
2018-01-01,-6.400000000000002,106.84999999999995,22.582120361328123
2018-01-01,-6.400000000000002,106.89999999999995,22.589693603515627
2018-01-01,-6.400000000000002,106.94999999999995,22.597266845703132
2018-01-01,-6.400000000000002,106.99999999999994,22.604840087890636
2018-01-01,-6.400000000000002,107.04999999999994,22.70452392578113
2018-01-01,-6.400000000000002,107.09999999999994,22.80420776367174
2018-01-01,-6.400000000000002,107.14999999999993,22.90389160156235
2018-01-01,-6.400000000000002,107.19999999999993,23.00357543945296
2018-01-01,-6.400000000000002,107.24999999999993,23.103259277343625
2018-01-01,-6.400000000000002,107.29999999999993,23.154984130859305
2018-01-01,-6.400000000000002,107.34999999999992,23.206708984374927
2018-01-01,-6.400000000000002,107.39999999999992,23.25843383789055
2018-01-01,-6.400000000000002,107.44999999999992,23.310158691406173
2018-01-01,-6.350000000000002,106.0,23.173223876953102
2018-01-01,-6.350000000000002,106.05,23.140500488281248
2018-01-01,-6.350000000000002,106.1,23.107777099609336
2018-01-01,-6.350000000000002,106.14999999999999,23.075053710937482
2018-01-01,-6.350000000000002,106.19999999999999,23.042330322265627
2018-01-01,-6.350000000000002,106.24999999999999,23.009606933593716
2018-01-01,-6.350000000000002,106.29999999999998,23.011082763671823
2018-01-01,-6.350000000000002,106.34999999999998,23.012558593749986
2018-01-01,-6.350000000000002,106.39999999999998,23.014034423828093
2018-01-01,-6.350000000000002,106.44999999999997,23.015510253906257
2018-01-01,-6.350000000000002,106.49999999999997,23.016986083984364
2018-01-01,-6.350000000000002,106.54999999999997,22.97300292968754
2018-01-01,-6.350000000000002,106.59999999999997,22.929019775390657
2018-01-01,-6.350000000000002,106.64999999999996,22.885036621093775
2018-01-01,-6.350000000000002,106.69999999999996,22.841053466796893
2018-01-01,-6.350000000000002,106.74999999999996,22.797070312500068
2018-01-01,-6.350000000000002,106.79999999999995,22.801984863281234
2018-01-01,-6.350000000000002,106.84999999999995,22.806899414062514
2018-01-01,-6.350000000000002,106.89999999999995,22.811813964843736
2018-01-01,-6.350000000000002,106.94999999999995,22.816728515625016
2018-01-01,-6.350000000000002,106.99999999999994,22.82164306640624
2018-01-01,-6.350000000000002,107.04999999999994,22.89539062499989
2018-01-01,-6.350000000000002,107.09999999999994,22.969138183593657
2018-01-01,-6.350000000000002,107.14999999999993,23.042885742187423
2018-01-01,-6.350000000000002,107.19999999999993,23.11663330078113
2018-01-01,-6.350000000000002,107.24999999999993,23.190380859374898
2018-01-01,-6.350000000000002,107.29999999999993,23.237105712890582
2018-01-01,-6.350000000000002,107.34999999999992,23.28383056640621
2018-01-01,-6.350000000000002,107.39999999999992,23.330555419921836
2018-01-01,-6.350000000000002,107.44999999999992,23.377280273437464
2018-01-01,-6.3000000000000025,106.0,23.17515869140624
2018-01-01,-6.3000000000000025,106.05,23.177751464843766
2018-01-01,-6.3000000000000025,106.1,23.180344238281236
2018-01-01,-6.3000000000000025,106.14999999999999,23.182937011718764
2018-01-01,-6.3000000000000025,106.19999999999999,23.185529785156234
2018-01-01,-6.3000000000000025,106.24999999999999,23.18812255859376
2018-01-01,-6.3000000000000025,106.29999999999998,23.19803710937498
2018-01-01,-6.3000000000000025,106.34999999999998,23.207951660156255
2018-01-01,-6.3000000000000025,106.39999999999998,23.217866210937473
2018-01-01,-6.3000000000000025,106.44999999999997,23.227780761718748
2018-01-01,-6.3000000000000025,106.49999999999997,23.237695312499966
2018-01-01,-6.3000000000000025,106.54999999999997,23.195589599609377
2018-01-01,-6.3000000000000025,106.59999999999997,23.153483886718732
2018-01-01,-6.3000000000000025,106.64999999999996,23.111378173828143
2018-01-01,-6.3000000000000025,106.69999999999996,23.069272460937498
2018-01-01,-6.3000000000000025,106.74999999999996,23.02716674804691
2018-01-01,-6.3000000000000025,106.79999999999995,23.02942260742185
2018-01-01,-6.3000000000000025,106.84999999999995,23.031678466796848
2018-01-01,-6.3000000000000025,106.89999999999995,23.033934326171845
2018-01-01,-6.3000000000000025,106.94999999999995,23.036190185546843
2018-01-01,-6.3000000000000025,106.99999999999994,23.03844604492184
2018-01-01,-6.3000000000000025,107.04999999999994,23.08625732421865
2018-01-01,-6.3000000000000025,107.09999999999994,23.134068603515516
2018-01-01,-6.3000000000000025,107.14999999999993,23.18187988281244
2018-01-01,-6.3000000000000025,107.19999999999993,23.229691162109305
2018-01-01,-6.3000000000000025,107.24999999999993,23.27750244140617
2018-01-01,-6.3000000000000025,107.29999999999993,23.319227294921802
2018-01-01,-6.3000000000000025,107.34999999999992,23.360952148437434
2018-01-01,-6.3000000000000025,107.39999999999992,23.402677001953066
2018-01-01,-6.3000000000000025,107.44999999999992,23.444401855468698
2018-01-01,-6.250000000000003,106.0,23.177093505859375
